,Store,Date,CategoryID,ProductID,Q1,Q2,Q3,Q4,SpecialID
358,8,2019-01-18,31,831XXRP,2136.18,1625,1353.0,1205.0,
359,8,2019-02-25,32,832XXRP,8699.85,9994.99,14227.62,4635.81,
360,8,2019-01-01,33,833XXRP,6589.92,7113.04,5798.14,4488.85,
361,8,2019-09-09,34,834XXRP,12029.75,10613.33,11209.83,10263.0,
362,8,2019-12-26,35,835XXRP,2066.0,1794,2460.0,1654.0,
363,8,2019-02-02,36,836XXRP,185.5,498.5,278.5,252.5,
364,8,2019-01-03,37,837XXRP,3860.38,2335.17,3325.98,2380.51,
365,8,2019-12-01,38,838XXRP,58048.83,44418.55,51576.41,57234.68,
366,8,2019-02-12,40,840XXRP,44475.69,42711.8,42866.88,41776.75,
367,8,2019-03-16,41,841XXRP,431.0,648,342.0,367.0,
368,8,2019-08-11,42,842XXRP,5237.93,5625.03,5434.73,5419.86,
369,8,2019-11-06,44,844XXRP,3899.6,3810.15,4087.83,3340.22,
370,8,2019-09-21,45,845XXRP,0.0,2.5,,,
371,8,2019-08-10,46,846XXRP,18015.38,16088.96,17908.69,16710.79,
372,8,2019-01-28,47,847XXRP,0.0,100,,,
373,8,2019-05-28,49,849XXRP,4222.67,4360.23,5422.56,3839.54,
374,8,2019-06-21,43,893XXRP,23348.83,25199.83,22524.06,19948.71,
375,8,2019-08-14,48,898XXRP,6343.12,9944.22,6108.72,4988.5,
376,9,2019-01-21,1,91XXRP,12861.4,20273.94,14819.97,10530.98,
377,9,2019-01-17,2,92XXRP,24917.84,22488.29,22173.92,22311.77,
378,9,2019-12-09,3,93XXRP,6733.37,6237.84,5402.42,5454.56,
379,9,2019-10-08,4,94XXRP,17483.9,15667,15069.46,15537.55,
380,9,2019-10-05,5,95XXRP,20476.63,23090.98,17249.74,17459.78,
381,9,2019-01-02,6,96XXRP,2314.75,4794.88,2778.76,3469.0,
382,9,2019-02-21,7,97XXRP,11270.52,10170.54,9823.2,10511.05,
383,9,2019-06-13,8,98XXRP,21573.69,21964.72,20764.4,20415.71,
384,9,2019-06-14,9,99XXRP,7245.32,6556.94,7301.19,7814.18,
385,9,2019-04-05,10,910XXRP,11502.28,11958.7,13102.37,9743.75,
386,9,2019-05-19,11,911XXRP,12275.17,11119.37,11933.57,11003.23,
387,9,2019-02-16,12,912XXRP,5874.81,5321.75,6869.65,6024.29,
388,9,2019-01-28,13,913XXRP,24409.97,19961.51,22198.64,20698.82,
389,9,2019-11-12,14,914XXRP,7177.15,8004.04,7188.32,6757.56,
390,9,2019-04-16,16,916XXRP,3859.87,3340.89,6438.41,7240.76,
391,9,2019-08-25,17,917XXRP,4923.52,5138.22,5021.03,6128.43,
392,9,2019-03-04,18,918XXRP,3972.24,13587.5,10133.53,1063.14,
393,9,2019-10-03,19,919XXRP,1441.38,1257.51,1490.4,1060.31,
394,9,2019-05-07,20,920XXRP,2132.74,2349,2669.99,3425.55,
395,9,2019-09-18,21,921XXRP,4335.93,4137.44,4124.84,3993.55,
396,9,2019-11-28,22,922XXRP,5086.27,6161.22,4282.0,5633.56,
397,9,2019-03-29,23,923XXRP,9979.56,10291.67,8275.33,8378.17,
398,9,2019-05-27,24,924XXRP,2531.06,2291.28,1620.96,1958.04,
399,9,2019-07-16,25,925XXRP,6014.75,6053.75,4775.0,4381.25,
400,9,2019-04-15,26,926XXRP,6076.44,3845.62,4571.54,4319.64,
401,9,2019-03-09,27,927XXRP,1181.5,878.5,986.5,831.0,
402,9,2019-01-17,28,928XXRP,356.9,275.73,287.89,313.74,
403,9,2019-08-16,29,929XXRP,2604.7,2072.26,2275.32,1971.75,
404,9,2019-01-22,30,930XXRP,2281.0,1642.5,1521.5,1938.0,
405,9,2019-04-18,31,931XXRP,1095.82,1312.96,1218.0,876.92,
406,9,2019-10-07,32,932XXRP,6251.72,10423.68,6985.07,5299.68,
407,9,2019-09-19,33,933XXRP,2235.49,2402.97,1793.79,1875.26,
408,9,2019-11-28,34,934XXRP,8620.13,7425.64,8727.31,6542.98,
409,9,2019-02-01,35,935XXRP,1134.0,1067,1067.0,1017.0,
410,9,2019-10-27,36,936XXRP,158.0,151,216.0,188.0,
411,9,2019-05-14,38,938XXRP,83916.56,76652.26,73690.21,68142.15,
412,9,2019-10-01,40,940XXRP,32427.39,29859.92,30994.36,29654.04,
413,9,2019-09-19,41,941XXRP,714.0,1317,796.0,661.0,
414,9,2019-10-16,42,942XXRP,2504.68,2698.79,3023.67,2405.57,
415,9,2019-11-06,44,944XXRP,2705.26,3075.42,2755.73,1967.01,
416,9,2019-11-11,45,945XXRP,0.0,7.5,7.5,5.5,
417,9,2019-06-19,46,946XXRP,7417.41,7022.17,8169.53,6279.08,
418,9,2019-07-12,47,947XXRP,0.0,,335.74,,
419,9,2019-12-23,48,948XXRP,0.0,,,,
420,9,2019-08-21,49,949XXRP,-15.0,,,,
421,9,2019-06-30,37,987XXRP,11680.93,10004.55,9720.24,7896.14,
422,9,2019-01-18,43,993XXRP,0.0,,,,
423,10,2019-12-02,1,101XXRP,40212.84,67699.32,49748.33,33601.22,
424,10,2019-05-24,2,102XXRP,123952.48,119209.48,121430.8,120292.15,
425,10,2019-06-02,3,103XXRP,30175.46,28704.83,26505.03,28366.97,
426,10,2019-07-15,4,104XXRP,51885.86,49359.18,50350.28,51206.84,
427,10,2019-03-06,5,105XXRP,75297.91,74064.19,59974.12,56750.43,
428,10,2019-09-01,6,106XXRP,14833.87,12089.46,15596.01,14217.19,
429,10,2019-06-12,7,107XXRP,52212.32,50907.48,52955.8,49807.58,
430,10,2019-03-06,8,108XXRP,98763.1,95944.77,92709.52,93758.01,
431,10,2019-12-03,9,109XXRP,58124.72,61156.92,55930.64,53330.55,
432,10,2019-10-13,10,1010XXRP,48027.87,50595.72,51199.72,50028.83,
433,10,2019-12-30,11,1011XXRP,36705.57,31052.34,33224.65,29268.91,
434,10,2019-02-06,12,1012XXRP,10365.86,9375.25,11032.9,11058.9,
435,10,2019-02-03,13,1013XXRP,74020.63,69145.42,68060.96,71517.99,
436,10,2019-04-14,14,1014XXRP,55033.94,51167.46,49011.24,49829.71,
437,10,2019-04-17,16,1016XXRP,25694.43,24555.89,33321.92,27773.67,
438,10,2019-12-15,17,1017XXRP,36872.18,34782.91,34512.54,31175.51,
439,10,2019-01-24,18,1018XXRP,8912.27,28176.35,16244.14,916.25,
440,10,2019-02-05,19,1019XXRP,4046.34,3602.73,3617.85,4207.51,
441,10,2019-10-21,20,1020XXRP,19068.21,19055.38,18093.57,17553.21,
442,10,2019-01-27,21,1021XXRP,12250.22,11164.4,11638.23,11519.01,
443,10,2019-04-16,22,1022XXRP,35551.72,36259.23,32871.46,31567.7,
444,10,2019-10-20,23,1023XXRP,66322.9,63123.1,67510.76,65713.39,
445,10,2019-06-08,24,1024XXRP,16620.73,16206.85,15928.15,15831.71,
446,10,2019-03-24,25,1025XXRP,20779.5,21784.5,21625.2,22930.25,
447,10,2019-11-21,26,1026XXRP,22603.69,22208.4,22654.98,20059.04,
448,10,2019-06-23,27,1027XXRP,6135.5,6518,5559.5,5176.94,
449,10,2019-12-24,28,1028XXRP,1778.7,1752.05,1748.41,1826.56,
450,10,2019-03-22,29,1029XXRP,18239.02,18845.99,21234.34,15933.49,
451,10,2019-03-09,30,1030XXRP,14727.96,14404.71,15675.47,15177.5,
452,10,2019-01-07,31,1031XXRP,6508.88,6214.7,6958.94,7444.94,
453,10,2019-08-29,32,1032XXRP,26116.73,34342.88,41124.66,26146.67,
454,10,2019-06-20,33,1033XXRP,18190.33,15749.33,15847.15,15121.49,
455,10,2019-01-09,34,1034XXRP,50585.42,47864.29,55037.66,51278.37,
456,10,2019-08-14,35,1035XXRP,7586.0,6869,7850.0,6436.6,
457,10,2019-07-30,36,1036XXRP,1819.0,2104,2866.0,2004.0,
458,10,2019-08-12,37,1037XXRP,4697.28,5320.45,4663.42,4320.63,
459,10,2019-01-22,38,1038XXRP,96408.49,107043.76,92035.9,87217.6,
460,10,2019-05-04,40,1040XXRP,119463.15,111422.87,111314.39,112665.97,
461,10,2019-06-19,41,1041XXRP,4511.33,4009.78,3329.42,3444.13,
462,10,2019-03-08,42,1042XXRP,11380.98,11489.67,12553.63,11361.94,
463,10,2019-05-07,44,1044XXRP,11009.21,10982.24,10030.36,9481.72,
464,10,2019-06-07,45,1045XXRP,59.7,101.96,60.17,62.73,
465,10,2019-07-02,46,1046XXRP,55328.2,51892.39,54487.55,52614.65,
466,10,2019-10-28,47,1047XXRP,0.0,,0.0,598.0,
467,10,2019-03-14,48,1048XXRP,2941.0,2093,2469.0,2622.0,
468,10,2019-12-21,49,1049XXRP,23493.11,23787.17,22622.02,21852.62,
469,10,2019-10-01,50,1050XXRP,2350.0,3704,4620.0,3855.0,
470,10,2019-06-06,43,1093XXRP,1337.33,1482.82,1322.86,1387.3,
471,11,2019-10-22,1,111XXRP,19611.13,39996.04,25294.18,14342.11,
472,11,2019-12-26,2,112XXRP,60722.98,58404.52,59400.39,54744.14,
473,11,2019-07-04,3,113XXRP,17951.49,14932.86,13961.2,14853.52,
474,11,2019-12-13,4,114XXRP,31175.1,28946.65,28670.02,26958.79,
475,11,2019-12-22,5,115XXRP,44961.8,48814.84,44951.78,34386.19,
476,11,2019-12-28,6,116XXRP,7220.76,9447.1,9910.78,8728.8,
477,11,2019-01-05,7,117XXRP,27062.95,28454.24,27514.86,29531.5,
478,11,2019-02-12,8,118XXRP,39125.8,35077.05,34649.15,34842.56,
479,11,2019-04-01,9,119XXRP,17622.49,19958.9,17256.63,18549.07,
480,11,2019-03-17,10,1110XXRP,24723.87,25714.71,25014.59,24657.32,
481,11,2019-11-27,11,1111XXRP,15613.13,14312.74,14853.6,15646.97,
482,11,2019-09-03,12,1112XXRP,3667.4,3951,4557.91,4903.4,
483,11,2019-10-27,13,1113XXRP,47984.81,42317.84,42856.85,41589.51,
484,11,2019-05-08,14,1114XXRP,30790.93,31009.98,27909.67,26946.96,
485,11,2019-05-08,16,1116XXRP,5893.96,6932.63,9788.73,12764.1,
486,11,2019-12-15,17,1117XXRP,17783.1,18527.28,18990.72,15831.65,
487,11,2019-11-15,18,1118XXRP,4325.75,23935.5,20861.17,1781.8,
488,11,2019-01-01,19,1119XXRP,0.0,,5.0,40.0,
489,11,2019-01-04,20,1120XXRP,11652.05,10794.82,11057.64,10634.27,
490,11,2019-11-04,21,1121XXRP,9140.85,9154.05,8451.21,7702.39,
491,11,2019-06-03,22,1122XXRP,21763.61,21909.1,15816.68,16095.05,
492,11,2019-01-28,23,1123XXRP,39186.02,39130.23,38867.33,33622.54,
493,11,2019-11-12,24,1124XXRP,11616.97,9782.41,10234.84,7363.89,
494,11,2019-02-14,25,1125XXRP,11783.56,10347.61,10405.4,10263.3,
495,11,2019-04-14,26,1126XXRP,16946.83,14598.5,15429.36,14503.48,
496,11,2019-09-15,27,1127XXRP,3481.0,2764.26,2700.5,2017.0,
497,11,2019-06-17,28,1128XXRP,1332.24,1434.66,1212.19,995.0,
498,11,2019-05-05,29,1129XXRP,13470.53,14173.01,14593.85,9975.12,
499,11,2019-08-13,30,1130XXRP,9081.9,9116.24,8759.88,8007.82,
500,11,2019-04-16,31,1131XXRP,4408.38,3520.5,2748.5,2605.1,
501,11,2019-04-14,32,1132XXRP,15419.48,19679.12,22738.87,12680.87,
502,11,2019-01-20,33,1133XXRP,12152.95,9877.63,9155.83,8037.31,
503,11,2019-03-11,34,1134XXRP,27540.52,29052.79,28937.78,24144.46,
504,11,2019-01-27,35,1135XXRP,4212.0,3266.96,3242.5,2928.46,
505,11,2019-11-30,36,1136XXRP,1586.0,1808.5,1975.5,2018.5,
506,11,2019-03-14,37,1137XXRP,4335.85,4629.5,4742.74,4399.52,
507,11,2019-10-18,38,1138XXRP,80470.89,84722.8,78865.1,89103.93,
508,11,2019-10-06,40,1140XXRP,58839.57,57802.61,60409.74,57490.98,
509,11,2019-11-30,41,1141XXRP,1261.02,1216.4,1186.52,995.0,
510,11,2019-12-19,42,1142XXRP,5956.77,6275.15,6770.84,6009.91,
511,11,2019-03-27,44,1144XXRP,5421.98,5168.53,4602.9,3844.54,
512,11,2019-03-17,45,1145XXRP,0.0,,3.5,2.5,
513,11,2019-10-30,46,1146XXRP,28056.72,28246.4,30611.64,26162.8,
514,11,2019-03-22,47,1147XXRP,0.0,74,,,
515,11,2019-10-15,48,1148XXRP,0.0,,,,
516,11,2019-02-13,49,1149XXRP,11338.78,11021.4,11987.24,10499.97,
517,11,2019-03-20,50,1150XXRP,0.0,,,,
518,11,2019-12-08,43,1193XXRP,31781.73,32405.28,28800.25,25648.84,
519,12,2019-07-11,1,121XXRP,17426.75,37734.82,22135.29,14942.21,
520,12,2019-02-04,2,122XXRP,74025.68,74171.01,73047.68,76903.16,
521,12,2019-04-04,3,123XXRP,16960.68,16055.53,13397.8,16836.91,
522,12,2019-08-02,4,124XXRP,27630.54,25596.35,25676.71,26155.56,
523,12,2019-07-11,5,125XXRP,40553.44,38439.06,33352.32,28498.57,
524,12,2019-12-20,6,126XXRP,5926.11,8464.36,7843.8,9616.7,
525,12,2019-08-13,7,127XXRP,24316.52,27433.02,29670.78,26121.45,
526,12,2019-09-17,8,128XXRP,45875.87,44101.66,43092.57,43064.61,
527,12,2019-10-28,9,129XXRP,16166.93,16418.42,22725.01,18497.51,
528,12,2019-09-15,10,1210XXRP,16810.35,16402.66,18034.33,19735.26,
529,12,2019-11-12,11,1211XXRP,16878.34,16909.89,16532.1,15734.75,
530,12,2019-03-01,12,1212XXRP,5711.57,5427.79,5451.57,6262.36,
531,12,2019-01-08,13,1213XXRP,55628.11,49497.42,48054.73,49672.83,
532,12,2019-07-02,14,1214XXRP,24359.71,22128.18,21794.65,22470.48,
533,12,2019-05-21,16,1216XXRP,4565.72,3859.33,6935.88,5894.83,
534,12,2019-07-21,17,1217XXRP,14502.57,16248.46,13698.21,14383.69,
535,12,2019-06-23,18,1218XXRP,4158.0,17730.75,8372.5,47.01,
536,12,2019-10-26,19,1219XXRP,2710.32,3159.33,2683.18,2749.99,
537,12,2019-08-31,20,1220XXRP,9198.23,8754.04,8811.13,8515.42,
538,12,2019-07-29,21,1221XXRP,4570.97,4446.1,4639.51,4896.34,
539,12,2019-05-24,22,1222XXRP,15117.79,14083.8,14909.44,13558.87,
540,12,2019-05-20,23,1223XXRP,37290.16,41372.21,39441.21,36170.46,
541,12,2019-08-19,24,1224XXRP,12389.13,13290.67,10782.53,11333.46,
542,12,2019-10-11,25,1225XXRP,19138.25,20394.49,21524.75,20800.2,
543,12,2019-07-20,26,1226XXRP,15720.28,14474.3,14323.7,14688.14,
544,12,2019-12-22,27,1227XXRP,3514.0,3048.46,2992.96,2666.34,
545,12,2019-02-23,28,1228XXRP,938.65,1215.34,1030.55,1200.28,
546,12,2019-02-28,29,1229XXRP,8270.49,9197.58,9411.35,6657.81,
547,12,2019-12-23,30,1230XXRP,8752.06,7332.88,7703.61,7061.11,
548,12,2019-12-20,31,1231XXRP,3650.13,5068.98,3837.8,3610.22,
549,12,2019-10-15,32,1232XXRP,14254.5,16334.75,25553.86,9855.12,
550,12,2019-10-27,33,1233XXRP,11249.98,12534.15,9601.44,9401.22,
551,12,2019-09-27,34,1234XXRP,30976.05,29493.49,29161.44,25946.87,
552,12,2019-04-10,35,1235XXRP,2973.0,2693,2930.0,2694.0,
553,12,2019-10-01,36,1236XXRP,2.0,1015,1303.0,1033.0,
554,12,2019-06-06,38,1238XXRP,47649.88,52075.88,45110.67,47090.2,
555,12,2019-10-14,40,1240XXRP,54052.68,50324.35,51774.1,54002.66,
556,12,2019-02-23,41,1241XXRP,580.0,487,345.83,277.94,
557,12,2019-02-21,42,1242XXRP,5795.28,4824.5,4884.67,4731.89,
558,12,2019-12-21,44,1244XXRP,6442.15,6758.6,5630.72,5532.68,
559,12,2019-01-07,45,1245XXRP,11.96,35.8,18.97,47.41,
560,12,2019-12-03,46,1246XXRP,29228.51,27421.57,30147.96,29961.08,
561,12,2019-11-23,47,1247XXRP,0.0,,5.0,623.0,
562,12,2019-08-22,49,1249XXRP,4.94,,,,
563,12,2019-11-12,37,1287XXRP,13947.68,12497.2,10103.34,11865.7,
564,12,2019-05-16,43,1293XXRP,465.21,364.03,320.01,348.71,
565,12,2019-04-02,48,1298XXRP,1193.17,1390.66,917.58,805.41,
566,13,2019-02-01,1,131XXRP,46761.9,78415.94,44042.19,31574.04,
567,13,2019-02-12,2,132XXRP,75275.87,71615.26,73914.37,74581.56,
568,13,2019-09-08,3,133XXRP,21946.62,20253.53,18035.33,19959.1,
569,13,2019-01-28,4,134XXRP,42482.68,39171.36,38877.77,37759.08,
570,13,2019-08-08,5,135XXRP,53089.8,61254.59,53963.19,49299.78,
571,13,2019-04-04,6,136XXRP,7008.52,8577.49,9955.91,7931.88,
572,13,2019-09-02,7,137XXRP,35711.89,42860.17,42031.02,37361.68,
573,13,2019-05-03,8,138XXRP,40372.38,37958.97,36753.34,36803.99,
574,13,2019-12-22,9,139XXRP,26597.1,24131.97,31939.87,24678.08,
575,13,2019-04-04,10,1310XXRP,22422.77,24505.74,25112.67,23903.44,
576,13,2019-09-22,11,1311XXRP,21854.91,21057.64,23257.05,21662.45,
577,13,2019-08-14,12,1312XXRP,6825.17,6290.72,6508.7,8424.92,
578,13,2019-10-27,13,1313XXRP,51049.68,43973.45,50441.5,47826.51,
579,13,2019-08-28,14,1314XXRP,26778.0,26393.88,26914.26,27802.52,
580,13,2019-09-13,16,1316XXRP,3333.44,4341,4881.69,6391.83,
581,13,2019-12-16,17,1317XXRP,22419.66,21524.01,23997.8,22936.01,
582,13,2019-03-31,18,1318XXRP,7199.22,27335.01,23333.53,1929.96,
583,13,2019-10-08,19,1319XXRP,3893.71,3897.36,3727.0,3836.73,
584,13,2019-06-06,20,1320XXRP,12450.8,9900.59,11403.91,10647.68,
585,13,2019-03-07,21,1321XXRP,8295.62,9053.68,8879.13,9241.77,
586,13,2019-08-02,22,1322XXRP,20608.32,18995.9,20106.28,19229.92,
587,13,2019-12-25,23,1323XXRP,25027.07,28268.78,26664.29,24541.31,
588,13,2019-02-09,24,1324XXRP,9035.84,10054.76,10060.09,10586.07,
589,13,2019-08-03,25,1325XXRP,9751.48,12778,11286.5,12222.25,
590,13,2019-10-10,26,1326XXRP,13248.53,14875.82,13687.43,14643.93,
591,13,2019-07-06,27,1327XXRP,3309.0,3445.38,2979.5,2837.13,
592,13,2019-03-20,28,1328XXRP,1871.32,2294.9,1924.85,2021.98,
593,13,2019-02-07,29,1329XXRP,6225.26,7901.28,7016.84,5826.73,
594,13,2019-08-28,30,1330XXRP,4762.5,5083.71,4530.88,4252.5,
595,13,2019-05-25,31,1331XXRP,2640.46,2320.96,2494.42,2298.3,
596,13,2019-10-25,32,1332XXRP,9837.84,12602.45,15088.15,7524.39,
597,13,2019-11-21,33,1333XXRP,9995.88,12245.21,10892.19,9967.3,
598,13,2019-02-16,34,1334XXRP,18465.89,21341.92,18051.5,19929.5,
599,13,2019-03-11,35,1335XXRP,3521.0,3152,2763.0,2292.04,
600,13,2019-06-22,36,1336XXRP,1247.5,820.5,1390.5,2057.0,
601,13,2019-02-17,37,1337XXRP,4268.61,4135.87,4161.81,3682.66,
602,13,2019-08-02,38,1338XXRP,76828.94,86170.12,77093.57,80234.91,
603,13,2019-07-25,40,1340XXRP,85645.25,81957.04,80552.01,84627.53,
604,13,2019-12-15,41,1341XXRP,732.9,979.66,712.83,545.0,
605,13,2019-10-17,42,1342XXRP,7636.46,7712.97,6934.68,6934.04,
606,13,2019-07-29,43,1343XXRP,0.0,,,,
607,13,2019-01-15,44,1344XXRP,11263.12,12698.09,9559.57,10210.46,
608,13,2019-01-13,45,1345XXRP,35.32,23.38,25.41,21.91,
609,13,2019-03-10,46,1346XXRP,37571.1,38605.22,36625.72,39224.61,
610,13,2019-11-17,47,1347XXRP,70.0,124.97,208.0,,
611,13,2019-02-16,48,1348XXRP,925.0,1249,1936.0,2135.0,
612,13,2019-07-26,49,1349XXRP,9688.61,13873.1,15115.04,12613.29,
613,13,2019-09-11,50,1350XXRP,2945.0,3432,2989.0,2777.0,
614,14,2019-07-18,1,141XXRP,32842.31,39972.64,35163.18,21433.52,
615,14,2019-06-08,2,142XXRP,87917.02,55899.41,83031.73,78941.75,
616,14,2019-11-23,3,143XXRP,18487.9,10969.47,15829.84,16137.38,
617,14,2019-02-23,4,144XXRP,66912.92,37079.75,53388.87,51880.31,
618,14,2019-07-10,5,145XXRP,48040.92,41204.07,47869.08,33001.67,
619,14,2019-09-16,6,146XXRP,8992.23,6629.72,11468.55,6750.99,
620,14,2019-04-25,7,147XXRP,34413.92,28485.69,39254.24,30429.39,
621,14,2019-05-20,8,148XXRP,70627.96,42407.92,57163.76,54874.9,
622,14,2019-08-21,9,149XXRP,12532.12,10420.32,13862.97,15264.96,
623,14,2019-05-23,10,1410XXRP,22663.72,18833.32,19859.69,19231.38,
624,14,2019-01-29,11,1411XXRP,26324.34,15751.63,20306.43,18372.19,
625,14,2019-11-06,12,1412XXRP,5567.75,3581.28,5019.93,6101.76,
626,14,2019-08-01,13,1413XXRP,74119.96,42314.45,62113.01,62067.92,
627,14,2019-12-08,14,1414XXRP,30831.81,20971.67,29746.4,27889.49,
628,14,2019-10-22,16,1416XXRP,10433.45,16731.47,11945.07,8286.66,
629,14,2019-06-24,17,1417XXRP,30625.69,21837.53,31522.55,31937.24,
630,14,2019-07-24,18,1418XXRP,7722.89,14760.45,17907.63,766.59,
631,14,2019-01-27,19,1419XXRP,74.91,58.91,57.0,59.0,
632,14,2019-11-08,20,1420XXRP,13731.35,10290.31,13697.84,13718.35,
633,14,2019-10-05,21,1421XXRP,10816.16,7906.92,10702.59,9431.46,
634,14,2019-11-16,22,1422XXRP,22073.35,18562.07,26174.13,21136.13,
635,14,2019-04-05,23,1423XXRP,29962.15,25082.47,32429.13,28939.74,
636,14,2019-04-17,24,1424XXRP,6816.34,5218.47,7730.75,6881.62,
637,14,2019-07-11,25,1425XXRP,19648.5,16709,14324.75,11435.5,
638,14,2019-08-08,26,1426XXRP,12480.71,8739.85,12617.35,11462.56,
639,14,2019-09-04,27,1427XXRP,3431.0,2671,3847.5,3236.0,
640,14,2019-09-08,28,1428XXRP,1426.9,643.5,1624.86,1263.71,
641,14,2019-01-23,29,1429XXRP,10006.94,8509.5,11378.91,9606.56,
642,14,2019-12-12,30,1430XXRP,7843.5,5781,9229.38,8364.5,
643,14,2019-08-08,31,1431XXRP,3798.4,2013,2981.5,3057.38,
644,14,2019-10-20,32,1432XXRP,11560.21,16309.49,27318.63,8490.14,
645,14,2019-01-09,33,1433XXRP,7836.99,6499.49,8093.41,7642.19,
646,14,2019-06-27,34,1434XXRP,21866.5,15630.72,25584.7,22260.61,
647,14,2019-05-26,35,1435XXRP,2974.0,1388,3505.0,2755.0,
648,14,2019-08-21,36,1436XXRP,921.0,618,379.0,341.0,
649,14,2019-01-11,38,1438XXRP,129530.62,92253.07,116192.24,113613.11,
650,14,2019-11-08,40,1440XXRP,86595.33,54033.88,81846.97,73845.87,
651,14,2019-02-03,41,1441XXRP,1179.9,880.4,1852.69,1109.83,
652,14,2019-01-13,42,1442XXRP,6534.78,3911.39,6424.33,6737.93,
653,14,2019-12-30,43,1443XXRP,0.0,0.25,,,
654,14,2019-10-05,44,1444XXRP,5990.74,4412.29,6537.65,6089.7,
655,14,2019-04-25,45,1445XXRP,4.5,10,7.0,9.5,
656,14,2019-02-14,46,1446XXRP,31983.74,22241.89,33918.08,31312.62,
657,14,2019-01-01,47,1447XXRP,0.0,,10.0,45.0,
658,14,2019-06-25,49,1449XXRP,11246.17,6690.47,16923.52,16486.0,
659,14,2019-05-20,50,1450XXRP,2032.0,1941,3004.0,2730.0,
660,14,2019-07-13,37,1487XXRP,22875.25,16361.8,19143.22,21402.69,
661,14,2019-12-10,48,1498XXRP,24273.74,18099.1,20631.05,18615.95,
662,15,2019-01-15,1,151XXRP,12239.38,23252.04,17391.31,9236.15,
663,15,2019-05-12,2,152XXRP,27179.85,26463,26533.03,23617.57,
664,15,2019-03-12,3,153XXRP,9494.42,8123.23,7991.87,7250.8,
665,15,2019-04-27,4,154XXRP,11694.61,11681.97,11590.1,10720.36,
666,15,2019-05-21,5,155XXRP,18851.63,20604.5,21255.71,14561.29,
667,15,2019-05-21,6,156XXRP,4966.12,4309.34,6472.44,4009.95,
668,15,2019-12-06,7,157XXRP,16505.87,16078.79,18624.11,14206.25,
669,15,2019-03-22,8,158XXRP,23180.02,20920.04,21566.48,19743.83,
670,15,2019-10-06,9,159XXRP,8757.41,9295.52,10889.09,8456.52,
671,15,2019-10-15,10,1510XXRP,9444.31,8367.75,9067.5,8262.82,
672,15,2019-10-21,11,1511XXRP,13259.31,11728.69,13216.27,13570.44,
673,15,2019-01-04,12,1512XXRP,2360.06,2583.49,3115.01,3186.82,
674,15,2019-05-25,13,1513XXRP,19437.35,18775.19,19171.81,18576.24,
675,15,2019-05-15,14,1514XXRP,13723.46,15164.8,15013.34,13866.94,
676,15,2019-05-23,16,1516XXRP,1698.71,2075.28,2675.0,3304.41,
677,15,2019-03-30,17,1517XXRP,11908.6,13406.62,15114.35,11953.56,
678,15,2019-04-06,18,1518XXRP,2239.25,7584.74,6716.48,550.76,
679,15,2019-09-27,19,1519XXRP,1381.4,1464.94,1164.81,951.95,
680,15,2019-09-10,20,1520XXRP,4606.9,6311.06,5336.87,4946.86,
681,15,2019-02-09,21,1521XXRP,3253.19,3505.78,3474.48,2725.93,
682,15,2019-06-22,22,1522XXRP,9090.49,13148.69,13258.9,11887.97,
683,15,2019-09-27,23,1523XXRP,20584.19,21505.56,21921.62,17662.16,
684,15,2019-06-07,24,1524XXRP,4106.9,4453.76,4844.26,4287.16,
685,15,2019-01-01,25,1525XXRP,8456.25,8171.5,8119.75,7034.25,
686,15,2019-04-30,26,1526XXRP,4712.81,6203.26,5766.55,5484.88,
687,15,2019-11-11,27,1527XXRP,2267.02,2309.96,2085.46,1839.5,
688,15,2019-10-29,28,1528XXRP,791.85,816.11,790.83,792.61,
689,15,2019-11-19,29,1529XXRP,5306.86,5328.38,6396.27,4109.46,
690,15,2019-07-18,30,1530XXRP,4246.59,4120.74,4671.31,3519.7,
691,15,2019-12-31,31,1531XXRP,2594.24,2971,2858.34,2940.24,
692,15,2019-10-13,32,1532XXRP,6728.19,8333.69,9323.71,7133.68,
693,15,2019-10-28,33,1533XXRP,4601.62,5053.57,4102.64,3308.88,
694,15,2019-08-06,34,1534XXRP,13059.9,15353.5,16397.1,12619.0,
695,15,2019-01-22,35,1535XXRP,1312.0,2208,2070.0,1571.0,
696,15,2019-08-11,36,1536XXRP,418.0,605,390.0,774.0,
697,15,2019-05-14,37,1537XXRP,0.0,,,,
698,15,2019-05-05,38,1538XXRP,59646.12,56105.96,45123.33,49295.24,
699,15,2019-09-02,40,1540XXRP,34262.56,35032.49,31419.47,30502.88,
700,15,2019-01-12,41,1541XXRP,574.0,724,194.0,83.0,
701,15,2019-05-27,42,1542XXRP,2031.37,2191.93,1983.57,2201.37,
702,15,2019-05-11,43,1543XXRP,0.0,,,,
703,15,2019-10-27,44,1544XXRP,2997.13,3219.02,3792.17,3056.7,
704,15,2019-03-24,45,1545XXRP,0.0,,,,
705,15,2019-12-12,46,1546XXRP,12739.03,12267.47,10768.83,10796.81,
706,15,2019-06-06,47,1547XXRP,0.0,,,-40.0,
707,15,2019-03-03,48,1548XXRP,0.0,13.96,,,
708,15,2019-02-08,49,1549XXRP,10970.47,12130.3,14846.3,10291.08,
709,15,2019-05-29,50,1550XXRP,2518.0,2509,3620.0,1347.0,
710,16,2019-09-15,1,161XXRP,12786.85,18305.6,13714.98,11182.72,
